spu172,24,29,-1,0.6886529326438904,1.0,1606,0.1052938923239708,0,-1.0,0.2625922464359405,0,0,75.53941417850616,10.000000000000068
spu179,43,83,6,0.7793167233467102,0.6705279505749075,1909,0.09066198766231537,3,416.63,1.7811510039337461,1,1,74.10227439660255,10.000000000000087
spu72,10,23,4,-0.09234601259231567,0.5501791799713942,0,-0.0016055703163146973,0,34.4,-0.02573700997334938,0,0,51.18424900554508,10.000000000000073
spu557,1,1,0,-0.05755186080932617,0.5219736497199321,1,-0.022973760962486267,0,52.93,0.003130828733182156,0,0,24.63865666309379,10.000000000000032
spu472,55,100,1,0.6347773671150208,1.0,1909,0.09417026489973068,0,103.95,0.2969956110104892,0,0,64.17297967885767,10.00000000000014
spu622,20,40,3,0.5469983220100403,1.0,82,0.04211721569299698,1,-1.0,0.17736091875920423,0,0,49.68449026565548,10.00000000000002
spu398,31,48,6,0.2283080816268921,0.9531831484407789,15,0.03426872193813324,2,302.02,0.5902004255756412,0,0,57.47134164146623,10.000000000000028
spu27,0,0,-1,-0.2694389224052429,0.3544264430816231,0,-0.0266202911734581,-1,-1.0,-0.3292219853834,0,0,28.72656652978217,10.0000000000001
spu276,5,12,-1,-0.041176557540893555,0.433560554180362,1,0.002707749605178833,0,24.4,-0.03429024181989204,0,0,61.536244701846854,10.000000000000101
spu170,9,10,1,0.02504938840866089,0.7194611022093618,3,0.02236112207174301,0,147.15,0.05203732259966931,0,0,54.273740008681905,10.000000000000073
spu401,15,33,-1,0.3942161798477173,0.9172768203897821,16,0.04219513386487961,1,190.8,0.6366965549278181,0,0,38.59544604218218,10.000000000000012
spu183,28,43,2,0.09951478242874146,0.342341281271775,360,0.06508199870586395,0,20.92,0.21245469132657724,0,0,27.980497792684858,10.0
spu66,4,4,1,0.12036126852035522,0.30086371446769355,1,-0.008390858769416809,0,98.51,0.07570186626520559,0,0,28.66164385186186,10.000000000000016
spu272,3,5,-1,-0.019607186317443848,0.295449362108549,2,-0.0030089840292930603,-1,-1.0,-0.37867750637584385,0,0,27.44559986746041,10.000000000000043
spu358,11,23,1,0.5186514258384705,0.9689988219819394,1362,0.08870093524456024,2,129.14,0.39879534400355765,0,0,35.76087485131195,10.0
spu299,31,55,0,0.25689154863357544,0.9365563509843522,66,0.07302512228488922,1,90.77,0.2892190159731707,0,0,37.87131225090792,10.000000000000012
spu651,9,16,0,0.10755407810211182,0.4489968083885092,2,0.02447637915611267,0,-1.0,0.04176825385738958,0,0,67.70780017259115,10.000000000000071
spu503,6,11,0,-0.12759929895401,0.49357405570803614,0,-0.036865413188934326,1,204.83,0.03465772248375365,0,0,27.17653200684576,10.0
spu260,1,1,4,-0.3696460723876953,-0.41433934749828083,-1,-0.05911897122859955,1,203.94,0.0041286809052583084,0,0,25.307013406199573,10.0
spu234,20,38,3,0.08706486225128174,0.70832403648782,5,0.034903787076473236,2,418.11,0.526439915639372,0,0,68.90180988117162,10.000000000000059
spu136,7,7,1,0.16487431526184082,0.7326483815896676,8,-0.004310943186283112,2,214.57,0.17378263581866693,0,0,35.529960054897764,10.0
spu491,-1,-1,-1,-1.0,-0.15846882194725787,-1,-0.23240531980991364,-1,83.76,-0.3985451844624486,0,0,11.069539663587646,10.0
spu441,5,8,0,0.008088767528533936,0.42545517022400325,1,-0.012338943779468536,0,212.31,0.04879314392223111,0,0,48.27880035853736,10.000000000000375
spu401,13,21,2,0.34754127264022827,1.0,10,0.034955546259880066,1,128.01,0.12816648257627183,0,0,33.94870834748527,10.000000000000046
spu456,-1,-1,-1,-0.9934815168380737,-0.12312240685748499,-1,-0.12605245411396027,-1,-1.0,-0.7738247741099236,-1,-1,10.813905559050301,10.0
spu479,31,59,3,0.44212597608566284,0.8528635874347419,1909,0.08631264418363571,1,30.52,0.25544754065912234,0,0,67.38165354213112,10.0
spu80,13,26,0,0.11834573745727539,0.9201863100923351,4,0.029217764735221863,0,-1.0,0.022669654764065683,0,0,27.081637533425862,10.0
